well_id,lat,lon,arsenic_ug_l
S98_03986,24.286,89.085,< 0.5
S98_03987,24.17,89.145,< 0.5
S98_03988,24.198,89.172,< 0.5
S98_03989,24.232,89.125,< 0.5
S98_03990,24.286,89.065,< 0.5
S98_03991,24.307,89.087,< 0.5
S98_03992,24.368,89.238,< 0.5
S98_03993,24.355,89.281,< 0.5
S98_03994,24.339,89.246,17.8
S98_03995,24.385,89.209,< 0.5
S98_03996,24.392,89.191,< 0.5
S98_03997,24.384,89.166,< 0.5
S98_03998,24.364,89.138,< 0.5
S98_03999,24.395,89.057,< 0.5
S98_04000,24.368,88.986,< 0.5
S98_04001,24.439,89.014,< 0.5
S98_04002,24.459,89.005,< 0.5
S98_04003,24.372,88.905,< 0.5
S98_04004,24.408,88.967,1
S98_04005,24.427,88.961,2.1
S98_04006,24.465,88.964,< 0.5
S98_04007,24.495,88.955,< 0.5
S98_04008,24.418,89.001,11.6
S98_04009,24.292,89.313,< 0.5
S98_04010,24.272,89.309,< 0.5
S98_04011,24.245,89.266,< 0.5
S98_04012,24.188,89.277,< 0.5
S98_04013,24.151,89.28,< 0.5
S98_04014,24.123,89.291,< 0.5
S98_04015,24.125,89.238,< 0.5
S98_04016,24.123,89.215,< 0.5
S98_04017,24.127,89.193,< 0.5
S98_04018,24.083,89.248,< 0.5
S98_04019,24.076,89.303,< 0.5
S98_04020,24.054,89.373,< 0.5
S98_04021,24.222,89.277,< 0.5
S98_04022,23.865,89.626,80.7
S98_04023,23.881,89.665,65.5
S98_04024,23.917,89.646,80.6
S98_04025,23.951,89.652,25.5
S98_04026,23.961,89.612,30.5
S98_04027,24.037,89.606,58.6
S98_04028,24.054,89.641,47.7
S98_04029,23.974,89.419,0.6
S98_04030,23.885,89.442,< 0.5
S98_04031,23.89,89.475,< 0.5
S98_04032,23.87,89.506,< 0.5
S98_04033,23.835,89.537,< 0.5
S98_04034,23.837,89.58,< 0.5
S98_04035,23.96,89.599,57.8
S98_04036,23.961,89.498,0.8
S98_04037,24.184,89.452,< 0.5
S98_04038,24.166,89.435,< 0.5
S98_04039,24.176,89.412,< 0.5
S98_04040,24.144,89.439,< 0.5
S98_04041,24.151,89.496,10.1
S98_04042,24.089,89.44,< 0.5
S98_04043,24.211,89.419,< 0.5
S98_04044,24.221,89.419,< 0.5
S98_04045,24.248,89.364,< 0.5
S98_04046,24.258,89.351,< 0.5
S98_04047,24.197,89.39,< 0.5
S98_04048,24.176,89.392,< 0.5
S98_04049,24.218,89.371,< 0.5
S98_04050,23.95,89.399,< 0.5
S98_04051,23.971,89.361,< 0.5
S98_04052,23.981,89.326,0.6
S98_04053,23.992,89.263,< 0.5
S98_04054,24.073,89.187,15.5
S98_04055,24.02,89.23,27.2
S98_04056,24.048,89.211,0.6
S98_04057,24.032,89.302,< 0.5
S98_04058,24.035,89.342,< 0.5
S98_04059,24.122,89.057,< 0.5
S98_04060,24.123,89.063,< 0.5
S98_04061,24.128,89.077,3.8
S98_04062,24.052,89.055,493
S98_04063,24.03,89.094,390
S98_04064,24.03,89.102,326
S98_04065,24.087,89.131,2.5
S98_04066,24.135,89.141,56.1
S98_04067,24.109,89.127,1.3
S98_04068,24.053,89.548,51.3
S98_04069,24.075,89.53,64.6
S98_04070,24.133,89.518,1.3
S98_04071,24.107,89.479,3.1
S98_04072,24.076,89.442,0.5
S98_04073,24.033,89.431,1
S98_04074,24.032,89.452,< 0.5
S98_04075,23.97,89.493,< 0.5
S98_04076,23.96,89.607,341
S98_04077,24.076,89.606,213
S98_04078,23.614,91.102,134
S98_04079,23.622,91.088,< 0.5
S98_04080,23.715,91.061,159
S98_04081,23.682,91.099,3.8
S98_04082,23.626,91.147,83.4
S98_04083,23.595,91.112,0.8
S98_04084,23.536,90.716,72.7
S98_04085,23.494,90.719,698
S98_04086,23.484,90.786,208
S98_04087,23.608,90.799,181
S98_04088,23.574,90.786,134
S98_04089,23.53,90.755,276
S98_04090,23.53,90.78,222
S98_04091,23.533,90.831,260
S98_04092,23.489,91.007,203
S98_04093,23.462,91.022,96.4
S98_04094,23.478,90.955,396
S98_04095,23.444,90.957,243
S98_04096,23.403,90.963,259
S98_04097,23.361,90.945,157
S98_04098,23.425,90.911,340
S98_04099,23.476,90.909,407
S98_04100,23.639,90.933,70.8
S98_04101,23.639,90.933,327
S98_04102,23.768,90.954,259
S98_04103,23.754,90.995,388
S98_04104,23.717,90.985,387
S98_04105,23.615,90.986,143
S98_04106,23.616,90.921,331
S98_04107,23.555,90.909,412
S98_04108,23.845,90.791,210
S98_04109,23.848,90.841,233
S98_04110,23.824,90.787,41.9
S98_04111,23.775,90.802,735
S98_04112,23.702,90.778,200
S98_04113,23.18,91.244,11.6
S98_04114,23.144,91.238,77
S98_04115,23.098,91.247,68
S98_04116,23.079,91.204,110
S98_04117,23.113,91.184,4.6
S98_04118,23.138,91.145,668
S98_04119,23.163,91.199,44.7
S98_04120,23.152,90.691,384
S98_04121,23.553,91.128,2.4
S98_04122,23.576,91.147,2.4
S98_04123,23.507,91.146,3.3
S98_04124,23.549,91.177,1.6
S98_04125,23.554,91.1,2.5
S98_04126,23.499,91.109,2.1
S98_04127,23.488,91.057,63.2
S98_04128,23.677,91.012,274
S98_04129,23.647,90.999,164
S98_04130,23.607,90.991,115
S98_04131,23.604,90.988,6.1
S98_04132,23.585,90.96,452
S98_04133,23.577,91.041,114
S98_04134,23.552,90.932,182
S98_04135,23.495,90.977,202
S98_04136,23.532,91.007,115
S98_04137,23.552,90.987,261
S98_04138,23.071,91.338,10.4
S98_04139,23.125,91.331,108
S98_04140,23.142,91.286,110
S98_04141,23.181,91.321,0.9
S98_04142,23.249,91.267,87.4
S98_04143,23.324,91.218,138
S98_04144,23.299,91.264,18.8
S98_04145,23.338,91.28,0.9
S98_04146,23.829,90.941,328
S98_04147,23.84,90.98,70.7
S98_04148,23.888,90.968,66.2
S98_04149,23.938,91.008,376
S98_04150,23.916,91.004,51.5
S98_04151,23.793,90.992,388
S98_04152,23.72,90.798,213
S98_04153,23.732,90.799,154
S98_04154,23.68,90.793,2.9
S98_04155,23.672,90.818,105
S98_04156,23.659,90.839,0.9
S98_04157,23.657,90.786,68.1
S98_04158,23.722,90.851,160
S98_04159,23.111,91.115,188
S98_04160,23.111,91.082,525
S98_04161,23.151,91.051,276
S98_04162,23.193,91.096,148
S98_04163,23.264,91.169,170
S98_04164,23.299,91.13,102
S98_04165,23.331,91.143,12.8
S98_04166,23.27,91.045,311
S98_04167,23.235,91.117,1.6
S98_04168,23.435,91.109,1.3
S98_04169,23.369,91.187,< 0.5
S98_04170,23.377,91.241,< 0.5
S98_04171,23.414,91.249,< 0.5
S98_04172,23.441,91.243,4.6
S98_04173,23.427,91.194,1.2
S98_04174,23.493,91.21,5.6
S98_04175,23.503,91.173,< 0.5
S98_04176,23.466,91.181,5
S98_04177,23.466,91.181,2.6
S98_04178,23.34,90.89,51.3
S98_04179,23.35,90.828,395
S98_04180,23.342,90.841,284
S98_04181,23.39,90.85,199
S98_04182,23.46,90.824,278
S98_04183,23.429,90.845,398
S98_04184,23.371,90.917,234
S98_04185,23.306,90.949,414
S98_04186,23.262,90.995,383
S98_04187,23.396,90.601,278
S98_04188,23.396,90.601,2.2
S98_04189,23.38,90.65,508
S98_04190,23.338,90.64,579
S98_04191,23.136,90.746,229
S98_04192,23.083,90.77,571
S98_04193,23.111,90.767,475
S98_04194,23.119,90.731,523
S98_04195,23.161,90.721,367
S98_04196,23.209,90.734,502
S98_04197,23.204,90.799,128
S98_04198,23.169,90.831,123
S98_04199,23.166,90.762,644
S98_04200,23.345,90.707,466
S98_04201,23.349,90.755,644
S98_04202,23.371,90.773,225
S98_04203,23.32,90.685,407
S98_04204,23.097,90.86,126
S98_04205,23.1,90.882,816
S98_04206,23.126,90.936,527
S98_04207,23.145,90.858,559
S98_04208,23.162,90.656,458
S98_04209,23.204,90.643,609
S98_04210,23.225,90.661,1.8
S98_04211,23.225,90.661,471
S98_04212,23.259,90.678,496
S98_04213,23.294,90.666,374
S98_04214,23.26,90.696,175
S98_04215,23.253,90.751,604
S98_04216,23.428,91.06,191
S98_04217,23.41,91.027,288
S98_04218,23.374,91.053,1.8
S98_04219,23.374,91.053,14.2
S98_04220,23.382,90.986,151
S98_04221,23.345,90.982,320
S98_04222,23.287,91.033,171
S98_04223,23.327,91.057,114
S98_04224,23.347,91.095,56.9
S98_04225,23.217,90.878,526
S98_04226,23.224,90.795,434
S98_04227,23.261,90.788,414
S98_04228,23.307,90.788,456
S98_04229,23.208,90.862,490
S98_04230,23.244,90.854,586
S98_04231,23.261,90.817,205
S98_04232,23.086,90.644,322
S98_04233,23.046,90.646,203
S98_04235,23.11,90.656,529
S98_04236,22.651,90.92,20.4
S98_04237,22.587,90.997,82.6
S98_04238,22.614,90.952,99.3
S98_04239,22.697,90.911,15.3
S98_04240,22.752,90.902,92.4
S98_04241,22.724,90.847,35.5
S98_04242,22.768,90.865,26.5
S98_04243,22.816,90.838,2.3
S98_04244,22.977,90.698,69
S98_04245,22.992,90.744,744
S98_04246,22.37,90.743,1.9
S98_04247,22.346,90.776,0.8
S98_04248,22.34,90.736,239
S98_04249,22.34,90.736,2.3
S98_04250,22.269,90.823,0.8
S98_04251,22.267,90.787,0.8
S98_04252,22.27,90.711,0.8
S98_04253,22.461,90.705,< 0.5
S98_04254,22.486,90.768,< 0.5
S98_04255,22.43,90.769,< 0.5
S98_04256,22.49,90.796,< 0.5
S98_04257,22.541,90.669,< 0.5
S98_04258,22.526,90.745,1.2
S98_04259,22.683,90.648,3.2
S98_04260,22.671,90.673,2
S98_04261,22.593,90.652,0.8
S98_04262,22.63,90.645,0.6
S98_04263,22.67,90.63,0.7
S98_04264,22.709,90.679,1.1
S98_04265,22.764,90.661,0.8
S98_04266,22.736,90.59,0.7
S98_04267,22.865,91.098,218
S98_04268,22.846,91.055,132
S98_04269,22.848,91.002,84.4
S98_04270,22.848,91.002,1.8
S98_04271,22.766,91.066,3.8
S98_04272,22.706,91.081,5.8
S98_04273,22.635,91.13,39.3
S98_04274,22.837,91.143,264
S98_04275,22.85,91.188,221
S98_04276,22.798,91.217,26
S98_04277,23.191,90.958,2
S98_04278,23.142,90.944,332
S98_04279,23.16,90.983,340
S98_04280,23.228,90.955,1090
S98_04281,23.221,91.01,556
S98_04282,23.253,90.969,462
S98_04283,23.246,90.914,244
S98_04284,22.786,91.252,7.7
S98_04285,22.786,91.252,1.6
S98_04286,22.744,91.246,9.4
S98_04287,22.818,91.289,83.4
S98_04288,22.812,91.311,24.7
S98_04289,22.842,91.272,33.2
S98_04290,22.863,91.303,30
S98_04291,22.886,91.332,95.6
S98_04292,23.039,91.52,0.9
S98_04293,23.106,91.495,7.9
S98_04294,23.082,91.503,7.1
S98_04295,23.01,91.518,5.9
S98_04296,23.109,90.831,455
S98_04297,23.046,90.884,177
S98_04298,23.082,90.829,704
S98_04299,23.037,90.761,7.7
S98_04300,23.037,90.761,85.1
S98_04301,23.049,90.8,255
S98_04302,23.009,90.769,255
S98_04303,22.126,90.72,3
S98_04304,22.166,90.677,7.4
S98_04305,22.109,90.64,4
S98_04306,22.189,90.757,6.9
S98_04307,22.198,90.713,4.3
S98_04308,22.188,90.674,4.3
S98_04309,22.223,90.752,3.7
S98_04310,22.375,90.839,1.7
S98_04311,22.426,90.838,1.2
S98_04312,22.421,90.809,1.8
S98_04313,22.384,90.81,2.3
S98_04314,22.449,90.815,< 0.5
S98_04315,22.457,90.835,1.4
S98_04316,22.494,90.795,1.2
S98_04317,22.591,90.659,1.1
S98_04318,22.555,90.686,1.5
S98_04319,22.598,90.693,1.7
S98_04320,22.602,90.746,1.7
S98_04321,22.583,90.759,1.6
S98_04322,22.635,90.689,0.8
S98_04323,22.661,90.696,1.3
S98_04324,22.897,91.012,213
S98_04325,22.959,91.02,182
S98_04326,23.008,91.008,347
S98_04327,23.065,91.01,55.4
S98_04328,23.041,91.094,264
S98_04329,23.025,91.123,436
S98_04330,22.966,91.103,236
S98_04331,22.974,91.162,530
S98_04332,22.974,91.162,8.6
S98_04333,22.906,91.187,117
S98_04334,22.946,91.126,256
S98_04335,23.065,90.933,124
S98_04336,23.026,90.906,645
S98_04337,23.008,90.944,189
S98_04338,22.996,90.984,649
S98_04339,23.11,90.982,131
S98_04340,23.11,90.982,10.3
S98_04341,23.093,91.025,187
S98_04342,22.995,91.235,85
S98_04343,22.958,91.221,272
S98_04344,22.931,91.222,478
S98_04345,22.899,91.247,337
S98_04346,22.945,91.255,107
S98_04347,23.041,91.232,82.3
S98_04348,23.04,91.201,330
S98_04349,23.037,91.152,73.5
S98_04350,23.042,91.377,8.7
S98_04351,23.049,91.352,2.4
S98_04352,23.002,91.349,2.7
S98_04353,22.94,91.406,164
S98_04354,22.956,91.441,87
S98_04355,22.94,91.308,47.6
S98_04356,22.981,91.498,3.3
S98_04357,22.87,91.44,13.3
S98_04358,23.011,91.404,2
S98_04359,23.011,91.404,114
S98_04360,23.019,91.401,7.1
S98_04361,23.22,91.434,6.1
S98_04362,23.246,91.421,14.1
S98_04363,23.216,91.443,0.9
S98_04364,23.216,91.443,3.1
S98_04365,23.245,91.451,0.7
S98_04366,22.909,91.279,307
S98_04367,22.931,91.332,136
S98_04368,22.949,91.313,103
S98_04369,22.949,91.313,1.2
S98_04370,22.995,91.344,119
S98_04371,23.027,91.287,200
S98_04372,23.013,91.311,420
S98_04373,22.002,91.952,1.3
S98_04374,22.002,91.951,1.6
S98_04375,22.041,91.942,0.8
S98_04376,22.041,91.942,1
S98_04377,22.041,91.917,0.7
S98_04378,22.069,91.937,2.6
S98_04379,22.105,91.929,0.7
S98_04380,22.171,91.913,0.5
S98_04381,22.343,91.804,3.4
S98_04382,22.326,91.834,1.1
S98_04383,22.987,91.547,4.8
S98_04384,22.937,91.508,1.9
S98_04385,23.019,91.469,5.8
S98_04386,23.056,91.443,14.6
S98_04388,23.11,91.431,7.9
S98_04389,23.121,91.46,4.1
S98_04390,23.121,91.489,15.4
S98_04391,23.153,91.472,8.9
S98_04392,23.187,91.47,4
S98_04393,23.151,91.422,2.9
S98_04394,23.151,91.422,21.4
S98_04395,22.913,91.365,121
S98_04396,22.871,91.357,61.7
S98_04397,22.842,91.366,38.3
S98_04398,22.849,91.393,1.8
S98_04399,22.849,91.393,127
S98_04400,22.862,91.428,67.8
S98_04401,22.872,91.408,101
S98_04402,22.904,91.396,83.9
S98_04403,22.914,91.443,40.5
S98_04404,22.207,91.854,1.8
S98_04405,22.157,91.842,6.2
S98_04406,22.182,91.835,34
S98_04407,22.212,91.83,2.1
S98_04408,22.215,91.889,1.2
S98_04409,22.199,91.936,7.5
S98_04410,22.233,91.924,1.3
S98_04411,22.375,91.815,2.6
S98_04412,22.407,91.879,0.6
S98_04413,22.367,91.775,15.9
S98_04414,22.326,91.816,2.1
S98_04415,21.657,92.075,0.6
S98_04416,21.722,92.084,0.9
S98_04417,21.753,92.07,< 0.5
S98_04418,21.753,92.07,12.9
S98_04419,21.807,92.027,< 0.5
S98_04420,21.82,91.993,< 0.5
S98_04421,21.843,91.987,< 0.5
S98_04422,21.248,92.137,< 0.5
S98_04423,21.276,92.104,70.1
S98_04424,21.192,92.169,1.7
S98_04425,21.146,92.148,< 0.5
S98_04426,21.284,92.069,< 0.5
S98_04427,21.234,92.048,5.7
S98_04428,21.298,92.098,< 0.5
S98_04429,21.567,91.926,< 0.5
S98_04430,21.633,91.924,< 0.5
S98_04431,21.633,91.924,5.5
S98_04432,21.603,91.923,< 0.5
S98_04433,21.538,91.937,< 0.5
S98_04434,21.427,92.083,< 0.5
S98_04435,21.409,92.056,< 0.5
S98_04436,21.325,92.085,0.5
S98_04437,21.408,92.109,< 0.5
S98_04438,21.428,92.121,< 0.5
S98_04439,21.441,92.193,5.1
S98_04440,21.473,92.098,< 0.5
S98_04441,20.769,92.326,9.6
S98_04443,21.014,92.246,2
S98_04444,21.042,92.237,< 0.5
S98_04445,21.072,92.224,< 0.5
S98_04446,21.091,92.213,< 0.5
S98_04447,21.448,92.035,0.6
S98_04448,21.487,92.044,1
S98_04449,21.556,92.062,< 0.5
S98_04450,21.573,92.072,< 0.5
S98_04451,21.442,91.971,< 0.5
S98_04452,21.442,91.971,< 0.5
S98_04453,22.668,91.624,196
S98_04454,22.602,91.652,12.6
S98_04455,22.574,91.68,16.4
S98_04456,22.546,91.684,65.1
S98_04457,22.511,91.712,9.9
S98_04458,22.425,91.749,9.7
S98_04459,22.402,91.753,7.4
S98_04461,22.714,91.608,44.8
S98_04462,22.739,91.565,75.7
S98_04463,22.818,91.553,344
S98_04464,22.927,91.555,3
S98_04465,22.928,91.554,16.7
S98_04466,22.893,91.504,0.8
S99_01545,23.7497,90.3888,< 0.5
S99_01546,23.726,90.3852,< 0.5
S99_01547,23.7606,90.3637,< 0.5
S99_01548,23.8017,90.3597,< 0.5
S99_01549,23.7985,90.4066,< 0.5
S99_01550,23.7405,90.4072,< 0.5
S99_01551,23.7149,90.4287,< 0.5
S99_04001,24.3303,90.6821,0.6
S99_04002,24.3283,90.6822,< 0.5
S99_04003,24.3283,90.6821,1.3
S99_04004,24.2495,90.6907,< 0.5
S99_04005,24.2836,90.7013,< 0.5
S99_04006,24.315,90.7281,< 0.5
S99_04007,24.3388,90.6658,23.5
S99_04008,24.3516,90.6764,< 0.5
S99_04009,24.3781,90.7173,< 0.5
S99_04010,24.3724,90.7325,0.8
S99_04011,24.3373,90.6905,273
S99_04012,24.434,90.79,158
S99_04013,24.4354,90.7897,1.8
S99_04014,24.4388,90.8164,1.8
S99_04015,24.4376,90.8154,< 0.5
S99_04016,24.3905,90.8289,< 0.5
S99_04017,24.4041,90.8043,121
S99_04018,24.4408,90.7674,1.7
S99_04019,24.1005,90.927,11.6
S99_04020,24.1009,90.927,160
S99_04021,24.1296,90.9447,46.7
S99_04022,24.0928,90.9595,26.3
S99_04023,24.0991,90.9956,0.7
S99_04024,24.1162,90.9774,4
S99_04025,24.0632,90.9811,32
S99_04026,24.062,90.9812,505
S99_04027,24.0645,90.9816,300
S99_04028,24.4209,90.6529,1.6
S99_04029,24.4446,90.6394,2.3
S99_04030,24.4698,90.6027,1.1
S99_04031,24.4626,90.7069,195
S99_04032,24.4571,90.7031,4.4
S99_04033,24.4439,90.7075,1.5
S99_04034,24.391,90.7164,19.2
S99_04035,24.3909,90.7159,< 0.5
S99_04036,24.4654,90.7855,172
S99_04037,24.4644,90.7858,8.6
S99_04038,24.464,90.7863,10.3
S99_04039,24.4451,90.7778,8.7
S99_04040,24.3984,90.7478,< 0.5
S99_04041,24.4727,90.7531,0.9
S99_04042,24.2158,90.9623,3.2
S99_04043,24.2148,90.9625,143
S99_04044,24.2032,90.9668,2.4
S99_04045,24.2161,90.9663,38.9
S99_04046,24.2194,90.9744,0.5
S99_04047,24.2227,90.9821,60.6
S99_04048,24.2117,90.9391,233
S99_04049,24.247,90.9107,12.5
S99_04050,24.2185,90.8973,2.4
S99_04051,24.218,90.8909,75.9
S99_04052,24.2332,90.8876,573
S99_04053,24.24,90.8473,18.7
S99_04054,24.5679,90.9034,13.5
S99_04055,24.5698,90.9077,31.6
S99_04056,24.5665,90.9014,14.4
S99_04057,24.557,90.8915,9.8
S99_04058,24.5498,90.8864,52.8
S99_04059,24.531,90.8378,1.5
S99_04060,24.5608,90.8392,31.2
S99_04063,24.4636,90.8688,169
S99_04064,24.45,90.8667,78.8
S99_04065,24.4097,90.9102,26.1
S99_04066,24.3776,90.8747,29.5
S99_04067,24.4475,90.8491,17.7
S99_04068,24.9565,90.3563,43.6
S99_04069,24.9547,90.3504,1.3
S99_04070,24.9619,90.2682,< 0.5
S99_04071,24.9121,90.3557,21.2
S99_04072,24.9006,90.4601,< 0.5
S99_04073,24.9692,90.4767,1.8
S99_04074,24.906,90.4906,76.5
S99_04075,24.8518,90.4255,< 0.5
S99_04076,24.8085,90.512,2
S99_04077,25.0027,90.3626,2
S99_04078,25.0378,90.2876,3.6
S99_04079,25.0378,90.2876,13
S99_04080,25.0681,90.3345,0.8
S99_04081,25.118,90.3393,29.5
S99_04082,25.1799,90.3399,23.1
S99_04083,25.1757,90.3219,78.6
S99_04084,25.1246,90.3866,55.6
S99_04085,25.1246,90.3866,44.3
S99_04086,25.0903,90.4476,110
S99_04087,25.0964,90.467,14.8
S99_04088,25.0857,90.4797,54.6
S99_04089,25.0855,90.4798,76.6
S99_04090,25.1389,90.5753,200
S99_04091,25.1413,90.5726,83.6
S99_04092,25.0903,90.5161,69.5
S99_04093,25.1319,90.4839,171
S99_04094,25.1319,90.4839,19.8
S99_04095,24.7639,90.2659,1.1
S99_04096,24.7639,90.2659,65.6
S99_04097,24.7673,90.2551,2.3
S99_04098,24.5763,90.195,0.8
S99_04099,24.6093,90.2394,0.6
S99_04100,24.5949,90.2949,< 0.5
S99_04101,24.6373,90.2713,1.4
S99_04102,24.6796,90.3018,< 0.5
S99_04103,24.6745,90.3245,1.6
S99_04104,24.6679,90.2204,< 0.5
S99_04105,24.5548,90.2984,< 0.5
S99_04106,24.6886,90.5981,< 0.5
S99_04107,24.6688,90.5336,4.3
S99_04108,24.6478,90.5239,< 0.5
S99_04109,24.5989,90.5503,< 0.5
S99_04110,24.632,90.7149,< 0.5
S99_04111,24.6345,90.7178,26.8
S99_04112,24.5999,90.6045,< 0.5
S99_04113,24.6305,90.6119,< 0.5
S99_04114,24.6888,90.6539,0.5
S99_04115,24.7349,90.3059,< 0.5
S99_04116,24.7838,90.2426,< 0.5
S99_04117,24.7755,90.1817,< 0.5
S99_04118,24.7221,90.1826,7.9
S99_04119,24.6735,90.1445,< 0.5
S99_04120,24.7418,90.1674,< 0.5
S99_04121,24.5689,90.0272,< 0.5
S99_04122,24.6066,90.1219,< 0.5
S99_04123,24.6608,90.089,< 0.5
S99_04124,24.7023,89.8904,2.2
S99_04125,24.6784,89.9517,2.1
S99_04126,24.6362,89.9735,9.8
S99_04127,24.6085,90.0213,21.2
S99_04128,24.4846,89.9724,45.5
S99_04129,24.5193,89.974,41
S99_04130,24.4187,89.9971,8.1
S99_04131,24.5068,90.1657,< 0.5
S99_04132,24.5075,90.1649,< 0.5
S99_04133,24.4467,90.1186,< 0.5
S99_04134,24.4721,90.0617,< 0.5
S99_04135,24.4779,90.0629,< 0.5
S99_04136,24.5143,90.0552,< 0.5
S99_04137,24.4928,89.8676,3.5
S99_04138,24.524,89.8411,2.6
S99_04139,24.3977,89.8165,15.2
S99_04140,24.4493,89.8292,9.4
S99_04141,24.4642,89.8337,8
S99_04142,24.4592,89.8469,< 0.5
S99_04143,24.4516,89.8941,2.3
S99_04144,24.4166,89.8811,6.8
S99_04145,24.0989,90.1026,< 0.5
S99_04146,24.0518,90.0047,14.5
S99_04147,24.0518,90.0047,6.6
S99_04148,24.0455,90.0293,131
S99_04149,24.0455,90.0293,76.5
S99_04150,24.1184,90.1737,1.3
S99_04151,24.1184,90.1737,< 0.5
S99_04152,24.0964,90.1537,< 0.5
S99_04153,24.069,90.1202,1.3
S99_04154,24.0941,90.1042,11.9
S99_04155,24.1225,90.0579,< 0.5
S99_04156,24.1407,90.0208,10.9
S99_04157,24.1635,90.0319,24.7
S99_04158,24.2313,90.0488,22.9
S99_04159,24.2568,90.0583,23.8
S99_04160,24.267,90.0351,92.6
S99_04161,24.2314,90.0423,14.1
S99_04162,24.244,90.0089,< 0.5
S99_04163,24.2106,89.9805,21.4
S99_04164,24.2182,90.0632,< 0.5
S99_04165,24.0611,89.882,20.2
S99_04170,24.0463,89.8485,7.1
S99_04171,24.0265,89.8246,3.7
S99_04172,24.0083,89.8504,3.4
S99_04174,24.2422,90.3803,< 0.5
S99_04175,24.2465,90.4299,< 0.5
S99_04176,24.2438,90.5218,< 0.5
S99_04177,24.1991,90.4725,< 0.5
S99_04178,24.1766,90.5426,< 0.5
S99_04179,24.0747,90.474,< 0.5
S99_04180,24.1057,90.4982,< 0.5
S99_04181,24.2736,90.3004,< 0.5
S99_04182,24.2029,90.2655,< 0.5
S99_04183,24.0312,90.1895,< 0.5
S99_04184,24.0714,90.2187,< 0.5
S99_04185,24.0273,90.277,< 0.5
S99_04186,24.0689,90.317,< 0.5
S99_04187,24.198,90.3344,< 0.5
S99_04188,23.9134,90.5111,< 0.5
S99_04189,23.9242,90.5751,< 0.5
S99_04190,23.9317,90.5707,155
S99_04191,23.9047,90.5578,0.5
S99_04192,24.7285,89.6067,75.9
S99_04193,24.7358,89.5744,53.5
S99_04194,24.7563,89.5265,3.1
S99_04195,24.7207,89.4976,73.5
S99_04196,24.6827,89.542,7.7
S99_04197,24.5944,89.5466,24.6
S99_04198,24.6033,89.5109,63
S99_04199,24.5598,89.5018,1.7
S99_04200,24.598,89.4644,0.7
S99_04201,24.5899,89.3846,0.8
S99_04202,24.6238,89.4159,< 0.5
S99_04203,24.6404,89.3677,< 0.5
S99_04204,24.6745,89.4131,0.6
S99_04205,24.6942,89.4279,0.9
S99_04206,24.6759,89.3591,< 0.5
S99_04207,24.8171,89.1835,< 0.5
S99_04208,24.8342,89.1288,2.7
S99_04209,24.9052,89.1283,0.7
S99_04210,24.9384,89.1122,1.2
S99_04211,24.9176,89.1735,0.5
S99_04212,24.8733,89.159,1.2
S99_04213,24.8733,89.1734,0.7
S99_04214,25.032,89.4675,28.2
S99_04215,25.0438,89.4876,1.8
S99_04216,25.0077,89.5334,4.2
S99_04217,25.0099,89.5566,13.9
S99_04218,24.9869,89.5613,12.8
S99_04219,24.9916,89.5046,23.8
S99_04220,24.94,89.4926,0.9
S99_04221,24.6944,89.2467,< 0.5
S99_04222,24.647,89.2505,< 0.5
S99_04223,24.6557,89.2972,0.6
S99_04224,24.7848,89.1804,< 0.5
S99_04225,24.6818,89.1889,0.7
S99_04226,24.709,89.3191,0.5
S99_04227,24.737,89.3293,0.5
S99_04228,24.7953,89.3521,< 0.5
S99_04229,24.738,89.4143,2.2
S99_04230,24.7656,89.4044,< 0.5
S99_04231,24.7965,89.4112,< 0.5
S99_04232,24.772,89.3941,< 0.5
S99_04233,25.7982,89.553,68
S99_04234,25.7339,89.582,420
S99_04235,25.7705,89.5571,22.6
S99_04236,25.7281,89.5504,27.3
S99_04237,25.7591,89.5239,178
S99_04238,25.7952,89.5139,11.7
S99_04239,25.802,89.4816,1.6
S99_04240,25.8711,89.5711,29.6
S99_04241,25.8383,89.5477,5.3
S99_04242,25.4424,89.791,1.1
S99_04243,25.4725,89.7635,31.2
S99_04244,25.4881,89.7651,0.7
S99_04245,25.4622,89.7635,2.1
S99_04246,25.4604,89.7775,0.8
S99_04247,25.4062,89.7583,37.4
S99_04248,25.4267,89.675,0.6
S99_04249,25.5266,89.805,26.2
S99_04250,25.5416,89.8126,23.7
S99_04251,25.5755,89.8355,9.8
S99_04252,25.4931,89.8071,4.7
S99_04253,25.6457,89.8024,2.6
S99_04254,25.6168,89.8391,71
S99_04255,25.668,89.8475,19.2
S99_04256,25.6087,89.8585,16.2
S99_04257,25.568,89.8385,69.6
S99_04258,25.5574,89.649,37
S99_04259,25.5781,89.6803,11.5
S99_04260,25.6417,89.683,< 0.5
S99_04261,25.6222,89.658,13.6
S99_04262,25.5933,89.7367,1.7
S99_04263,25.5292,89.74,< 0.5
S99_04264,25.5425,89.7817,< 0.5
S99_04265,25.5853,89.6601,2.9
S99_04266,25.7596,89.6556,< 0.5
S99_04267,25.847,89.6197,1.1
S99_04268,25.8473,89.5887,< 0.5
S99_04269,25.8005,89.6121,10.9
S99_04270,25.8063,89.6409,49.9
S99_04271,25.8097,89.6365,5.7
S99_04272,25.9275,89.3405,0.9
S99_04273,25.9356,89.3024,3.3
S99_04274,25.8966,89.3325,< 0.5
S99_04275,25.9166,89.3871,< 0.5
