well_id,lat,lon,arsenic_ug_l
S98_03209,22.689,89.865,16.4
S98_03210,22.606,89.85,45.6
S98_03211,22.602,89.887,10.1
S98_03212,22.608,89.844,177
S98_03213,22.782,89.877,480
S98_03214,22.841,89.849,96.9
S98_03215,22.857,89.872,269
S98_03216,22.366,89.071,10
S98_03217,22.365,89.086,509
S98_03218,22.561,89.863,81.3
S98_03219,22.487,89.866,3.6
S98_03220,22.601,89.893,472
S98_03221,22.583,89.959,27.2
S98_03222,22.456,89.859,30.2
S98_03223,22.263,89.834,1.8
S98_03224,22.287,89.844,60.1
S98_03225,22.313,89.854,24.8
S98_03226,22.663,89.774,130
S98_03227,22.715,89.667,635
S98_03228,22.718,89.668,< 0.5
S98_03229,22.704,89.688,234
S98_03230,22.732,89.754,26.2
S98_03231,22.664,89.783,299
S98_03232,22.662,89.798,10.8
S98_03233,22.658,89.771,1.1
S98_03234,22.671,89.694,< 0.5
S98_03235,23.082,89.526,< 0.5
S98_03236,23.16,89.444,203
S98_03237,23.161,89.482,40.4
S98_03238,23.154,89.511,20
S98_03239,23.173,89.505,184
S98_03240,23.504,89.402,1
S98_03241,23.508,89.341,28.9
S98_03242,23.501,89.436,< 0.5
S98_03243,23.409,89.399,106
S98_03244,23.462,89.467,0.5
S98_03245,23.374,89.508,9.1
S98_03246,23.419,89.491,< 0.5
S98_03247,23.486,89.428,33.3
S98_03248,23.485,89.429,10.8
S98_03249,23.401,89.6,168
S98_03250,23.358,89.581,< 0.5
S98_03251,23.336,89.52,< 0.5
S98_03252,23.368,89.556,< 0.5
S98_03253,23.439,89.502,< 0.5
S98_03254,23.488,89.563,< 0.5
S98_03255,23.45,89.573,7.5
S98_03256,23.119,89.081,107
S98_03257,23.104,89.112,72.4
S98_03258,23.098,89.047,< 0.5
S98_03259,23.051,89.055,201
S98_03260,23.005,89.038,83.6
S98_03261,22.979,89.074,107
S98_03262,22.965,89.021,49.6
S98_03263,23.093,89.345,< 0.5
S98_03264,23.02,89.406,< 0.5
S98_03265,22.981,89.392,77.7
S98_03266,22.982,89.479,3
S98_03267,23.046,89.398,355
S98_03268,23.019,89.407,283
S98_03269,23.218,89.232,1.7
S98_03270,23.191,89.217,77.8
S98_03271,23.13,89.306,121
S98_03272,23.419,88.822,98.7
S98_03273,23.43,88.779,15.5
S98_03274,23.474,88.836,44.6
S98_03275,23.479,88.9,< 0.5
S98_03276,23.44,88.92,67.2
S98_03277,23.461,88.961,9.6
S98_03278,23.501,88.956,131
S98_03279,23.433,89.052,37.2
S98_03280,23.479,89.022,< 0.5
S98_03281,23.409,89.014,< 0.5
S98_03282,23.408,89.013,4.9
S98_03283,23.745,89.264,< 0.5
S98_03284,23.663,89.356,21.2
S98_03285,23.68,89.239,83.8
S98_03286,23.686,89.253,1.4
S98_03287,23.663,89.199,5.1
S98_03288,23.711,89.151,14.8
S98_03289,23.693,89.178,281
S98_03290,23.643,89.201,30.8
S98_03291,23.653,89.048,15.8
S98_03292,23.719,89.077,18.9
S98_03293,23.651,89.123,0.8
S98_03294,23.648,89.047,< 0.5
S98_03295,23.606,89.075,135
S98_03296,23.579,89.129,11.7
S98_03297,23.86,89.238,4.7
S98_03298,23.901,89.259,377
S98_03299,23.906,89.225,11.7
S98_03300,23.898,89.186,< 0.5
S98_03301,23.86,89.163,1.3
S98_03302,22.86,89.877,398
S98_03303,22.82,89.874,186
S98_03304,22.803,89.901,170
S98_03305,22.791,89.876,134
S98_03306,22.532,89.59,14
S98_03307,22.476,89.597,< 0.5
S98_03308,22.469,89.605,4.1
S98_03309,23.213,89.488,< 0.5
S98_03310,23.223,89.45,< 0.5
S98_03311,23.269,89.498,1.2
S98_03312,23.581,89.444,2.8
S98_03313,23.558,89.493,< 0.5
S98_03314,23.437,89.465,< 0.5
S98_03315,23.643,89.435,< 0.5
S98_03316,23.636,89.374,15.2
S98_03317,23.594,89.369,< 0.5
S98_03318,23.809,89.23,4.4
S98_03319,23.772,89.194,0.7
S98_03320,24.011,88.877,135
S98_03321,24.096,88.924,665
S98_03322,24.015,88.944,< 0.5
S98_03323,24.05,88.766,< 0.5
S98_03324,24.046,88.836,< 0.5
S98_03325,23.952,88.881,< 0.5
S98_03326,23.982,88.838,< 0.5
S98_03327,22.715,90.352,42.8
S98_03328,22.736,90.381,< 0.5
S98_03329,22.739,90.379,< 0.5
S98_03330,22.696,90.377,385
S98_03331,22.696,90.373,2.8
S98_03332,22.702,90.357,54
S98_03333,22.893,90.506,41.5
S98_03334,22.884,90.568,0.8
S98_03335,23.546,89.163,24.3
S98_03336,23.664,89.132,11.9
S98_03337,23.765,89.302,< 0.5
S98_03338,23.84,89.32,< 0.5
S98_03339,23.869,89.346,< 0.5
S98_03340,23.807,89.285,2.2
S98_03341,23.807,89.285,< 0.5
S98_03342,24.058,88.992,1660
S98_03343,24.102,88.985,212
S98_03344,24.102,88.985,9.9
S98_03345,24.01,88.931,75.7
S98_03346,24.07,88.96,52.7
S98_03347,24.024,88.959,98.4
S98_03348,23.816,88.981,< 0.5
S98_03349,23.863,88.975,32.8
S98_03350,23.891,89.064,63.6
S98_03351,23.008,89.584,< 0.5
S98_03352,23.044,89.603,255
S98_03353,23.118,88.93,30.7
S98_03354,23.056,88.953,21.7
S98_03355,23.056,88.953,7.8
S98_03356,23.044,88.901,1.4
S98_03357,23.011,88.9,38.4
S98_03358,22.945,88.936,57.3
S98_03359,23.015,88.964,15.7
S98_03360,22.855,89.19,40.4
S98_03361,22.826,89.161,308
S98_03362,22.907,89.168,93.2
S98_03363,22.891,89.267,170
S98_03364,22.912,89.324,< 0.5
S98_03365,22.912,89.324,< 0.5
S98_03366,22.872,89.317,2.3
S98_03367,23.262,89.178,172
S98_03368,23.222,89.149,90.3
S98_03369,23.17,89.138,132
S98_03370,23.127,89.18,< 0.5
S98_03371,23.178,89.195,10.5
S98_03372,23.179,89.197,< 0.5
S98_03373,23.15,89.209,< 0.5
S98_03374,23.162,89.209,< 0.5
S98_03375,23.601,88.775,64.6
S98_03376,23.544,88.758,130
S98_03377,23.498,88.749,119
S98_03378,23.617,88.658,120
S98_03379,23.599,88.728,33.5
S98_03380,23.693,88.799,497
S98_03381,23.654,88.713,24
S98_03382,23.579,88.947,< 0.5
S98_03383,23.618,88.92,47.5
S98_03384,23.67,88.82,0.9
S98_03385,23.644,88.844,70.4
S98_03386,23.644,88.844,45.3
S98_03387,23.816,88.748,12.8
S98_03388,23.816,88.748,13.2
S98_03389,23.824,88.811,< 0.5
S98_03390,23.91,88.855,38.2
S98_03391,23.898,88.734,62.5
S98_03392,23.851,88.654,58.4
S98_03393,23.364,89.193,29.4
S98_03394,23.363,89.157,< 0.5
S98_03395,23.295,89.159,90.9
S98_03396,23.336,89.084,< 0.5
S98_03397,23.395,89.08,< 0.5
S98_03398,23.406,89.131,15.4
S98_03399,23.406,89.131,7.4
S98_03400,23.551,89.015,< 0.5
S98_03401,23.505,89.046,34.6
S98_03402,23.566,89.048,30.4
S98_03403,23.543,89.074,27.6
S98_03404,23.044,89.679,248
S98_03405,23.239,89.62,< 0.5
S98_03406,23.258,89.591,37.2
S98_03407,23.21,89.594,< 0.5
S98_03408,23.181,89.645,149
S98_03409,23.267,89.021,59
S98_03410,23.3,88.99,23.2
S98_03411,23.274,88.992,52.6
S98_03412,23.324,89.031,39.9
S98_03413,23.3,89.068,27.8
S98_03414,23.221,89.048,86.7
S98_03415,23.248,89.061,68.6
S98_03416,23.24,89.097,< 0.5
S98_03417,22.925,89.354,< 0.5
S98_03418,22.924,89.354,30.1
S98_03419,23.001,89.311,71.9
S98_03420,23.066,89.285,178
S98_03421,23.066,89.23,96.8
S98_03422,23.018,89.139,224
S98_03423,23.067,89.118,40.1
S98_03424,22.959,89.136,88.9
S98_03425,23.181,89.4,61.8
S98_03426,23.166,89.375,< 0.5
S98_03427,23.219,89.346,27.5
S98_03428,23.276,89.351,4.8
S98_03429,23.276,89.381,27.5
S98_03430,23.255,89.298,0.9
S98_03431,23.321,89.267,26.3
S98_03432,23.76,88.942,41.1
S98_03433,23.721,89.001,1.2
S98_03434,23.675,88.943,70.6
S98_03435,23.714,88.913,150
S98_03436,23.732,88.87,103
S98_03437,23.694,88.802,538
S98_03438,23.761,88.829,30.4
S98_03439,23.808,88.856,4.8
S98_03440,23.794,88.905,1.6
S98_03441,23.564,88.884,36.4
S98_03442,23.523,88.918,66.2
S98_03443,23.536,88.851,22
S98_03444,23.596,88.842,99.7
S98_03445,23.678,88.684,189
S98_03446,23.628,88.627,228
S98_03447,23.628,88.627,482
S98_03448,23.717,88.615,70.8
S98_03449,23.817,88.676,357
S98_03450,23.838,88.642,76.6
S98_03451,23.769,88.598,43.4
S98_03452,23.352,88.918,1.7
S98_03453,23.3,88.91,51.8
S98_03454,23.255,88.886,24
S98_03455,23.282,88.818,10.4
S98_03456,23.247,88.782,5.8
S98_03457,23.295,88.753,96.9
S98_03458,23.37,88.802,3.4
S98_03459,23.388,88.909,557
S98_03460,23.37,88.974,67.1
S98_03461,23.462,89.22,3.4
S98_03462,23.491,89.28,12.6
S98_03463,23.524,89.299,148
S98_03464,23.562,89.277,33.2
S98_03465,23.54,89.209,129
S98_03466,23.861,89.037,9
S98_03467,23.79,89.007,1.2
S98_03468,23.744,89.059,35
S98_03469,23.775,89.061,< 0.5
S98_03470,23.793,89.104,1.3
S98_03471,23.753,89.127,61.6
S98_03472,23.84,89.102,1.2
S98_03473,23.844,89.155,0.6
S98_03474,23.903,89.121,42.3
S98_03475,23.903,89.121,18.3
S98_03476,23.924,88.969,57.1
S98_03477,23.892,88.935,1030
S98_03478,23.84,88.913,174
S98_03479,22.694,90.369,< 0.5
S98_03480,22.72,90.349,< 0.5
S98_03481,22.713,90.297,248
S98_03482,22.67,90.325,227
S98_03483,22.997,90.228,359
S98_03484,22.996,90.213,163
S98_03485,22.965,90.199,44.7
S98_03486,22.972,90.225,3.3
S98_03487,22.964,90.262,2.4
S98_03488,22.939,90.24,290
S98_03489,22.929,90.242,69.4
S98_03490,22.899,90.3,8.6
S98_03491,22.908,90.251,1
S98_03492,22.532,90.342,26
S98_03493,22.507,90.346,< 0.5
S98_03494,22.566,90.338,137
S98_03495,22.589,90.35,< 0.5
S98_03496,22.518,90.309,0.9
S98_03497,22.511,90.283,2
S98_03498,22.505,90.268,0.6
S98_03499,22.496,90.246,1.6
S98_03500,22.774,90.159,389
S98_03501,22.786,90.183,2.7
S98_03502,22.798,90.187,149
S98_03503,22.808,90.187,10.8
S98_03504,22.789,90.152,23.4
S98_03505,22.806,90.127,< 0.5
S98_03506,22.282,90.568,< 0.5
S98_03507,22.284,90.551,< 0.5
S98_03508,22.267,90.533,< 0.5
S98_03509,22.276,90.546,< 0.5
S98_03510,22.302,90.577,0.9
S98_03511,22.971,90.153,107
S98_03512,23.015,90.166,6
S98_03513,23.014,90.182,< 0.5
S98_03514,22.989,90.135,319
S98_03515,22.986,90.136,2
S98_03516,22.966,90.084,0.8
S98_03517,22.965,90.086,207
S98_03518,22.931,90.199,80.6
S98_03519,22.961,90.191,248
S98_03520,22.821,90.252,59.2
S98_03521,22.875,90.267,< 0.5
S98_03522,22.881,90.246,257
S98_03523,22.892,90.199,8.4
S98_03524,22.892,90.2,23.4
S98_03525,22.835,90.213,21.4
S98_03526,22.836,90.212,0.9
S98_03527,22.373,90.585,5.2
S98_03528,22.378,90.544,1.8
S98_03529,22.52,90.52,< 0.5
S98_03530,22.475,90.559,1.9
S98_03531,22.432,90.558,< 0.5
S98_03532,22.427,90.457,1.2
S98_03533,22.357,90.352,11.8
S98_03534,22.359,90.351,< 0.5
S98_03535,22.375,90.514,1
S98_03536,22.463,90.344,1
S98_03537,22.433,90.442,< 0.5
S98_03538,22.432,90.335,< 0.5
S98_03539,22.36,90.296,2.4
S98_03540,22.351,90.356,1.3
S98_03541,22.1,90.016,< 0.5
S98_03542,22.116,90.003,< 0.5
S98_03543,22.181,90.02,< 0.5
S98_03544,22.185,89.993,< 0.5
S98_03545,22.172,90.18,1
S98_03546,22.179,90.17,2.1
S98_03547,22.626,90.061,< 0.5
S98_03549,22.638,90.078,7.2
S98_03550,22.604,90.082,26.4
S98_03551,22.575,90.057,11.6
S98_03552,22.577,90.053,2.3
S98_03553,22.822,90.433,1.9
S98_03554,22.907,90.379,1
S98_03555,22.911,90.411,1.7
S98_03556,22.918,90.415,0.7
S98_03557,22.953,90.415,0.7
S98_03558,22.966,90.342,1.6
S98_03559,22.992,90.339,< 0.5
S98_03560,22.993,90.34,667
S98_03561,22.733,90.442,3.4
S98_03562,22.706,90.395,0.8
S98_03563,22.325,90.192,0.8
S98_03564,22.302,90.192,0.9
S98_03565,22.279,90.181,< 0.5
S98_03566,22.37,90.222,< 0.5
S98_03567,22.356,90.259,< 0.5
S98_03568,22.358,90.342,2.7
S98_03569,22.35,90.347,1.3
S98_03570,21.893,90.141,6.5
S98_03571,21.816,90.126,12.9
S98_03572,21.814,90.124,17.4
S98_03573,21.98,90.232,1
S98_03574,21.996,90.211,7.6
S98_03575,22.008,90.285,8.6
S98_03576,22.051,90.117,1.9
S98_03577,22.066,90.207,0.6
S98_03578,22.094,90.207,1.9
S98_03579,22.156,90.297,< 0.5
S98_03580,22.183,90.278,0.7
S98_03581,22.243,90.318,< 0.5
S98_03582,22.215,90.304,< 0.5
S98_03583,22.133,90.231,< 0.5
S98_03584,22.417,90.166,< 0.5
S98_03585,22.374,90.131,< 0.5
S98_03586,22.338,90.142,< 0.5
S98_03587,22.322,90.112,< 0.5
S98_03588,22.289,89.962,< 0.5
S98_03589,22.223,89.972,2.9
S98_03590,22.217,89.921,< 0.5
S98_03591,22.257,89.946,159
S98_03592,22.296,89.979,2.7
S98_03593,22.346,89.939,7.3
S98_03594,22.367,89.967,1
S98_03595,22.743,90.099,21.1
S98_03596,22.76,90.094,4.2
S98_03597,22.806,90.193,0.7
S98_03598,22.742,90.134,1.2
S98_03599,22.73,90.105,14.6
S98_03600,22.727,90.089,11.8
S98_03601,22.73,90.089,1.1
S98_03602,22.669,90.082,< 0.5
S98_03603,22.684,90.071,< 0.5
S98_03604,22.37,90.07,< 0.5
S98_03605,22.369,90.081,< 0.5
S98_03606,22.496,90.137,< 0.5
S98_03607,23.34,90.173,86.7
S98_03608,23.287,90.17,289
S98_03609,23.329,90.209,74.6
S98_03610,23.378,90.16,113
S98_03611,23.411,90.176,66.8
S98_03612,23.387,90.111,82.4
S98_03613,23.365,90.11,62.4
S98_03614,23.073,90.433,2.7
S98_03615,23.084,90.407,576
S98_03616,23.08,90.406,2.9
S98_03617,23.076,90.384,287
S98_03618,23.038,90.438,290
S98_03619,23.087,90.462,31.2
S98_03620,23.099,90.483,214
S98_03621,22.246,90.411,5.8
S98_03622,22.24,90.399,1
S98_03623,22.248,90.4,< 0.5
S98_03624,22.142,90.066,1.4
S98_03625,22.147,90.111,0.7
S98_03626,22.091,90.084,0.6
S98_03627,22.042,90.042,< 0.5
S98_03628,22.156,90.13,< 0.5
S98_03629,22.296,90.06,< 0.5
S98_03630,22.288,90.045,2.7
S98_03631,22.26,90.029,< 0.5
S98_03632,22.25,90.076,< 0.5
S98_03633,22.264,90.079,< 0.5
S98_03634,22.486,90.063,3.4
S98_03635,22.471,90.055,1.3
S98_03636,22.471,90.036,< 0.5
S98_03637,22.489,90.022,2.5
S98_03638,22.533,89.992,53.2
S98_03639,22.55,89.983,14.5
S98_03640,22.582,89.999,246
S98_03641,22.58,89.966,12.1
S98_03642,22.683,89.963,42
S98_03643,22.618,89.96,0.7
S98_03644,22.606,89.993,8
S98_03645,22.653,90,< 0.5
S98_03646,22.622,89.99,1.7
S98_03647,22.518,90.11,< 0.5
S98_03648,22.556,90.137,3.1
S98_03649,22.559,90.188,< 0.5
S98_03650,22.555,90.086,20.1
S98_03651,22.579,90.095,< 0.5
S98_03652,22.578,90.114,0.5
S98_03653,22.68,90.285,7.9
S98_03654,22.707,89.977,0.7
S98_03655,22.815,89.947,225
S98_03656,22.803,89.953,< 0.5
S98_03657,22.791,89.956,50.3
S98_03658,22.698,89.998,0.7
S98_03659,22.698,89.998,66.6
S98_03660,22.713,89.953,110
S98_03661,22.64,90.181,15.4
S98_03662,22.647,90.196,< 0.5
S98_03663,22.727,90.212,< 0.5
S98_03664,22.723,90.233,< 0.5
S98_03665,22.724,90.234,6.1
S98_03666,22.688,90.203,5.9
S98_03667,22.688,90.204,68.7
S98_03668,22.681,90.175,0.5
S98_03669,22.68,90.175,14
S98_03670,22.398,90.126,0.5
S98_03671,22.444,90.116,< 0.5
S98_03672,22.465,90.066,2.9
S98_03673,22.456,90.066,< 0.5
S98_03674,23.153,90.203,1.5
S98_03675,23.174,90.291,128
S98_03676,23.174,90.291,< 0.5
S98_03677,23.264,90.227,527
S98_03678,23.185,90.248,447
S98_03679,23.205,90.05,67.1
S98_03680,23.189,90.09,305
S98_03681,23.184,90.055,80.2
S98_03682,23.184,90.055,1.3
S98_03683,23.227,90.035,627
S98_03684,23.239,90.036,531
S98_03685,23.197,89.986,103
S98_03686,23.219,90.017,3.4
S98_03687,23.138,90.444,< 0.5
S98_03688,23.14,90.459,< 0.5
S98_03689,22.587,90.293,< 0.5
S98_03690,22.598,90.294,1.2
S98_03691,22.563,90.264,< 0.5
S98_03692,22.637,90.278,29.4
S98_03693,22.643,90.334,550
S98_03694,23.16,90.14,233
S98_03695,23.179,90.101,325
S98_03696,23.223,90.159,552
S98_03697,23.164,90.172,348
S98_03698,23.081,90.302,369
S98_03699,23.071,90.256,466
S98_03700,23.069,90.244,1.9
S98_03701,23.073,90.238,152
S98_03702,23.084,90.127,1.5
S98_03703,23.07,90.182,3.9
S98_03704,23.072,90.214,1
S98_03705,23.102,90.191,458
S98_03706,23.217,90.499,98.2
S98_03707,23.197,90.49,200
S98_03708,23.196,90.45,135
S98_03709,23.195,90.449,< 0.5
S98_03710,23.182,90.458,104
S98_03711,23.189,90.419,124
S98_03712,23.302,90.412,< 0.5
S98_03713,23.31,90.435,253
S98_03714,23.262,90.475,108
S98_03715,23.276,90.485,216
S98_03716,23.288,90.43,298
S98_03717,23.271,90.393,111
S98_03718,23.237,90.416,27.2
S98_03719,22.887,89.903,224
S98_03720,22.875,89.924,< 0.5
S98_03721,22.876,89.925,263
S98_03722,22.916,89.86,315
S98_03723,22.941,89.856,0.8
S98_03724,22.985,89.884,0.8
S98_03725,22.985,89.883,145
S98_03726,23.159,89.805,69.6
S98_03727,23.182,89.789,49.5
S98_03728,23.193,89.735,65.3
S98_03729,23.211,89.718,5.3
S98_03730,23.211,89.718,380
S98_03731,23.238,89.773,132
S98_03732,23.289,89.756,98.6
S98_03733,23.168,90.354,540
S98_03734,23.19,90.317,84.2
S98_03735,23.175,90.302,330
S98_03736,23.206,90.325,133
S98_03737,23.205,90.322,1.3
S98_03738,23.241,90.358,99.9
S98_03739,23.251,90.343,84.2
S98_03740,23.198,90.339,288
S98_03741,22.988,90.007,2.9
S98_03742,23.112,90.021,86.2
S98_03743,23.033,90.033,521
S98_03744,22.927,90.005,206
S98_03745,22.992,90.048,0.9
S98_03746,22.992,90.046,166
S98_03747,22.997,89.985,231
S98_03748,23.236,89.9,228
S98_03749,23.284,89.929,145
S98_03750,23.229,89.712,346
S98_03751,23.265,89.676,41.6
S98_03752,23.288,89.706,278
S98_03753,23.332,89.658,48.6
S98_03754,23.336,89.631,12.3
S98_03755,23.32,89.758,181
S98_03756,23.459,89.986,191
S98_03757,23.407,90.043,285
S98_03758,23.367,90.074,307
S98_03759,23.307,90.071,143
S98_03760,23.329,90.006,468
S98_03761,23.38,89.986,233
S98_03762,23.376,89.957,103
S98_03763,23.594,89.716,58.8
S98_03764,23.648,89.702,7.2
S98_03765,23.69,89.676,25
S98_03766,23.14,90.459,86.6
S98_03767,23.159,90.46,0.9
S98_03768,23.121,90.418,590
S98_03769,23.143,90.412,5
S98_03770,23.164,90.407,21.1
S98_03771,23.397,90.249,1.9
S98_03772,23.367,90.256,461
S98_03773,23.348,90.283,107
S98_03774,23.341,90.305,3
S98_03775,23.305,90.303,128
S98_03776,23.33,90.402,540
S98_03777,23.331,90.37,52.8
S98_03778,22.944,89.83,602
S98_03779,23.108,89.749,562
S98_03780,23.063,89.763,122
S98_03781,23.072,89.853,301
S98_03782,23.137,89.934,160
S98_03783,23.097,89.893,321
S98_03784,23.034,89.819,199
S98_03785,23.026,89.905,175
S98_03786,23.043,89.86,121
S98_03787,23.316,89.872,119
S98_03788,23.316,89.872,281
S98_03789,23.234,90.013,135
S98_03790,23.268,90.018,346
S98_03791,23.318,89.948,588
S98_03792,23.388,89.687,0.8
S98_03793,23.363,89.755,132
S98_03794,23.328,89.716,66.3
S98_03795,23.368,89.658,77.8
S98_03796,23.407,89.631,< 0.5
S98_03797,23.445,89.637,101
S98_03798,23.439,89.669,< 0.5
S98_03799,23.474,89.713,152
S98_03800,23.501,89.733,35.2
S98_03801,23.472,90.029,21
S98_03802,23.472,90.029,6.7
S98_03803,23.448,90.081,240
S98_03804,23.531,90.028,20.7
S98_03805,23.487,89.961,290
S98_03806,23.523,89.958,77.9
S98_03807,23.651,89.467,< 0.5
S98_03808,23.613,89.498,0.5
S98_03809,23.677,89.537,15.6
S98_03810,23.721,89.58,< 0.5
S98_03811,23.656,89.579,< 0.5
S98_03812,23.616,89.628,0.5
S98_03813,23.823,89.364,13.6
S98_03814,23.785,89.357,< 0.5
S98_03815,23.712,89.393,2.2
S98_03816,23.872,89.384,158
S98_03817,23.83,89.41,2.2
S98_03818,23.677,89.454,8.7
S98_03819,23.547,89.538,2.3
S98_03820,23.505,89.593,7.7
S98_03821,23.534,89.568,104
S98_03822,23.574,89.63,2.2
S98_03823,23.506,89.651,1.1
S98_03824,23.533,89.677,228
S98_03825,23.584,89.708,128
S98_03826,23.388,89.874,284
S98_03827,23.373,89.901,95.6
S98_03828,23.42,89.916,280
S98_03829,23.45,89.874,151
S98_03830,23.484,89.881,103
S98_03831,23.503,89.899,204
S98_03832,23.526,89.88,924
S98_03833,23.583,89.938,427
S98_03834,23.576,89.962,6.6
S98_03835,23.563,90.008,0.7
S98_03836,23.731,89.425,< 0.5
S98_03837,23.752,89.345,< 0.5
S98_03838,23.722,89.512,41
S98_03839,23.764,89.493,62.6
S98_03840,23.708,89.769,1.9
S98_03841,23.764,89.784,1.6
S98_03842,23.743,89.798,314
S98_03843,23.726,89.752,31.3
S98_03844,23.754,89.736,33.8
S98_03845,23.713,89.728,2.2
S98_03846,23.734,89.675,220
S98_03847,23.775,89.7,83.3
S98_03848,23.78,89.618,27.3
S98_03849,23.703,89.624,< 0.5
S98_03850,23.76,89.642,359
S98_03851,22.923,90.554,2.2
S98_03852,22.957,90.521,1.1
S98_03853,22.974,90.468,< 0.5
S98_03854,22.929,90.442,< 0.5
S98_03855,22.814,90.531,0.6
S98_03856,22.763,90.526,< 0.5
S98_03857,22.764,90.526,120
S98_03858,22.818,90.596,2.2
S98_03859,22.821,90.599,862
S98_03860,22.815,90.53,345
S98_03861,22.808,90.306,550
S98_03862,22.803,90.332,4.6
S98_03863,22.801,90.328,140
S98_03864,22.83,90.324,3.2
S98_03865,22.831,90.323,106
S98_03866,22.776,90.309,546
S98_03867,22.776,90.308,2.9
S98_03868,22.783,90.266,4.1
S98_03869,22.782,90.267,735
S98_03870,22.781,90.253,1
S98_03872,24.698,88.125,58.6
S98_03873,24.708,88.084,63.9
S98_03874,24.747,88.095,40.5
S98_03875,24.639,88.195,< 0.5
S98_03876,24.583,88.199,6.4
S98_03877,24.748,88.185,< 0.5
S98_03878,24.819,88.202,< 0.5
S98_03879,24.91,88.224,< 0.5
S98_03880,24.89,88.255,< 0.5
S98_03881,24.938,88.226,< 0.5
S98_03882,24.948,88.213,< 0.5
S98_03883,24.941,88.199,< 0.5
S98_03884,24.689,88.426,< 0.5
S98_03885,24.729,88.42,< 0.5
S98_03886,24.781,88.437,< 0.5
S98_03887,24.75,88.395,< 0.5
S98_03888,24.769,88.369,< 0.5
S98_03889,24.783,88.338,< 0.5
S98_03890,24.731,88.384,2.1
S98_03891,24.731,88.32,< 0.5
S98_03892,24.715,88.286,< 0.5
S98_03893,24.773,88.258,9.9
S98_03894,24.795,88.277,< 0.5
S98_03895,24.835,88.29,5.6
S98_03896,24.82,88.334,< 0.5
S98_03897,24.841,88.346,< 0.5
S98_03898,24.85,88.418,< 0.5
S98_03899,24.874,88.455,< 0.5
S98_03900,24.911,88.448,< 0.5
S98_03901,24.836,88.309,8.9
S98_03902,24.548,88.313,< 0.5
S98_03903,24.498,88.376,< 0.5
S98_03904,24.583,88.396,< 0.5
S98_03905,24.504,88.425,< 0.5
S98_03906,24.519,88.479,< 0.5
S98_03907,24.444,88.507,< 0.5
S98_03908,24.434,88.434,< 0.5
S98_03909,24.592,88.575,< 0.5
S98_03910,24.626,88.592,< 0.5
S98_03911,24.641,88.566,< 0.5
S98_03912,24.677,88.547,< 0.5
S98_03913,24.687,88.528,< 0.5
S98_03914,24.657,88.6,< 0.5
S98_03915,24.626,88.504,< 0.5
S98_03916,24.578,88.493,< 0.5
S98_03917,24.611,88.462,< 0.5
S98_03918,24.369,88.762,19.4
S98_03919,24.381,88.797,12.2
S98_03920,24.37,88.846,< 0.5
S98_03921,24.366,88.875,63.8
S98_03922,24.369,88.894,1.2
S98_03923,24.41,88.852,5.7
S98_03924,24.436,88.859,< 0.5
S98_03925,24.468,88.864,< 0.5
S98_03926,24.499,88.852,< 0.5
S98_03927,24.518,88.673,< 0.5
S98_03928,24.547,88.608,4.6
S98_03929,24.562,88.647,58.2
S98_03930,24.592,88.651,3.4
S98_03931,24.605,88.624,< 0.5
S98_03932,24.63,88.669,14.1
S98_03933,24.552,88.686,< 0.5
S98_03934,24.555,88.791,14.3
S98_03935,24.58,88.823,< 0.5
S98_03936,24.581,88.86,< 0.5
S98_03937,24.592,88.905,0.8
S98_03938,24.545,88.874,< 0.5
S98_03939,24.26,88.763,< 0.5
S98_03940,24.235,88.754,< 0.5
S98_03941,24.279,88.79,41.2
S98_03942,24.266,88.822,< 0.5
S98_03943,24.314,88.796,< 0.5
S98_03944,24.327,88.82,< 0.5
S98_03945,24.337,88.781,< 0.5
S98_03946,24.327,88.705,< 0.5
S98_03947,24.336,88.749,< 0.5
S98_03948,24.227,88.777,< 0.5
S98_03949,24.207,88.805,< 0.5
S98_03950,24.193,88.845,< 0.5
S98_03951,24.198,88.875,< 0.5
S98_03952,24.224,88.847,15.4
S98_03953,24.259,88.858,< 0.5
S98_03954,24.291,88.877,< 0.5
S98_03955,24.378,88.526,62.8
S98_03956,24.393,88.53,< 0.5
S98_03957,24.482,88.527,< 0.5
S98_03958,24.45,88.55,73.5
S98_03959,24.454,88.582,91.8
S98_03960,24.455,88.613,< 0.5
S98_03961,24.484,88.65,0.6
S98_03962,24.422,88.672,< 0.5
S98_03963,24.413,88.615,< 0.5
S98_03964,24.451,88.763,40.6
S98_03965,24.424,88.733,< 0.5
S98_03966,24.462,88.698,< 0.5
S98_03967,24.483,88.684,< 0.5
S98_03968,24.485,88.713,< 0.5
S98_03969,24.452,88.799,< 0.5
S98_03970,24.489,88.805,2.8
S98_03971,24.312,89.035,< 0.5
S98_03972,24.336,88.985,< 0.5
S98_03973,24.337,88.962,< 0.5
S98_03974,24.318,88.937,< 0.5
S98_03975,24.317,88.899,< 0.5
S98_03976,24.305,88.94,3.4
S98_03977,24.299,88.919,< 0.5
S98_03978,24.169,89.004,< 0.5
S98_03979,24.177,88.964,< 0.5
S98_03980,24.172,88.899,< 0.5
S98_03981,24.164,88.924,< 0.5
S98_03982,24.249,89.042,< 0.5
S98_03983,24.259,89.094,< 0.5
S98_03984,24.313,89.153,< 0.5
S98_03985,24.342,89.095,< 0.5
